GCURFEQTZZ5HA7LPH3HREVMOLYTRTXPC63RGBUNZ7C2JUJJOHOB2FMCP,GCURFEQTZZ5HA7LPH3HREVMOLYTRTXPC63RGBUNZ7C2JUJJOHOB2FMCP,USDC,0.9285146,Account does not exist
GCVQTVX4RG5C6IT4SFHJSIPIYCRYDMSQD7MQRANKL6QK74OGUXJCVPGL,GCVQTVX4RG5C6IT4SFHJSIPIYCRYDMSQD7MQRANKL6QK74OGUXJCVPGL,USDC,0.9285118,Account does not exist
GDQMLSNWEWPVPFXKDLIZV4B7CWB3FOX2RXXMWIPUF7B3X4HCTZZ435F3,GDQMLSNWEWPVPFXKDLIZV4B7CWB3FOX2RXXMWIPUF7B3X4HCTZZ435F3,USDC,0.9285049,Account does not exist
GCRID7MSYK6YZA6ORYNOEHSZX2L6U4O2CDYIRS73EEAFXOJO733JDV44,GCRID7MSYK6YZA6ORYNOEHSZX2L6U4O2CDYIRS73EEAFXOJO733JDV44,USDC,0.1271326,No trustline - submitting claimable balance
CDNEXSPHV7PNY67HDAX5ECGIDLRK5YEOFQZIJPGGSRUJSPOGMH4QFXNB,GAPLXXBHMVBKUNOOOMR2OFHGSWNN5MYFJRMZOECOT6IKY5RV3UGWFVG7,USDC,0.0072852,Amount below threshold
GCHMTGFNZF2HFNL7LVH2273BASAOH34RATNPPUDPIVQMKC7A6XTSEXNX,GCHMTGFNZF2HFNL7LVH2273BASAOH34RATNPPUDPIVQMKC7A6XTSEXNX,USDC,0.0071747,Amount below threshold
GAMGCOLBE547IOABXNYIAE3ZJQBLXHYRF4Z6EM4LXBIEDF67X5YSABMK,GAMGCOLBE547IOABXNYIAE3ZJQBLXHYRF4Z6EM4LXBIEDF67X5YSABMK,USDC,0.0052508,Amount below threshold
GAZD4D6VZD2T7ZMH2A6F7KJHBT7UAH7O4CGAVSPRUTSHL3QJIYQXM2HQ,GAZD4D6VZD2T7ZMH2A6F7KJHBT7UAH7O4CGAVSPRUTSHL3QJIYQXM2HQ,USDC,0.0028700,Amount below threshold
GC5SYQDFZDWREXPSRBZIPT4NQUJZYGE62DY422IJSVOKQYKKSMYDXRD5,GC5SYQDFZDWREXPSRBZIPT4NQUJZYGE62DY422IJSVOKQYKKSMYDXRD5,USDC,0.0028696,Amount below threshold
GDTXXAVWMD2DZGTMR7MNZFVHCWOBXFOVIMNHDJF45AUGLJ3LD4GYYVO6,GDTXXAVWMD2DZGTMR7MNZFVHCWOBXFOVIMNHDJF45AUGLJ3LD4GYYVO6,USDC,0.0018205,Amount below threshold
