user_id,asset_id,b_token_balance_61341314,loss_61341314,b_token_balance_61342112,loss_61342112,total_loss,alternate_destination
CCSRX5E4337QMCMC3KO3RDFYI57T5NZV5XB3W3TWE4USCASKGL5URKJL,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,10227117171156,1595369897412,10228879926268,3059670225,1598429567637,GBGVK3U6E7UWVLUDZWVICWZ6L5IWJ7YSDHAE5SRW6UXFSOACS7OU4YJS
GATVKWD4ZEZFG5JLZQIIZ3GSTZ6DDHGOMVXCIGAHXEFEX76NDDMOVBJJ,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,4039358748607,630116116256,4039358748607,1208256015,631324372271
GDBJ7YLMPJJYZIORCL5JFBOGLF55YB7IOVCY5YS5VMREITPW4AEDBI6X,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,2375633825060,370584850877,0,0,370584850877
GB4J33ZNH63VYRZUOAJCJIEV5LDEFOD2V3ZM62ZKK5IRCA3BBIDEREFH,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,1796897233651,280305359501,0,0,280305359501
GB5F2BYPFRSCMQPPR226EDCMZDVAVYNN5JIEDLPIN2AV3QMYKUFNXHNB,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,1769001339687,275953764741,1143957056599,342181292,276295946033
GDD7N6ACZHGW2ELKV267HLGYBPWOLW3R3RDP4CWOTVZQHOVNVBOKPT4J,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,1545858789824,241144844404,0,0,241144844404
GDGEWZMIJ2K6AEYYV2L4FYN27YJP5OVZSWCJIM662D5OS7EL6T6WBGBP,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,1329011866400,207318004622,1329011866400,397535025,207715539647
GDKFUQFR6WHRDJQ6NCNGXSELN6NABN5ZN2WPSOPG5GM2SRCEL2TKMQD7,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,1321606166069,206162759094,0,0,206162759094
GD33DPBRNLESN4DQCDDTFSMW6IUUSL5SO3PIV7NUDWBH43TWTCR7WABD,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,1233555309602,192427345341,1233555309602,368981989,192796327330
GBENQL3QJIPEOZZBV76KDTRA3TNDBQL3OBMUZHI7B43NE7UOUMBMD4MJ,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,1206666649056,188232873047,1206666649056,360939032,188593812079
GD5ZJB3TDU6JIBIEWQNCDN2KEOBI5XX2G5RZUBM4SL7KWCCIO3FDIFTF,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,1172560165050,182912462909,1172560165050,350737075,183263199984
GDCY2PONYVU46RDOWURDYTT7K46EWI2LDZO7NPK5MSB7WSRXAI5IOB4C,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,1129832851505,176247254259,1129832851505,337956449,176585210708
GBC6W2N2256QRJCEVJEPORMACVV2YILVIQ5XEVHZWBBD5AS3JXVE2AYY,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,1081139638837,168651400570,1081139638837,323391299,168974791869
GCFUKAAGICVWV4ZHFSJEC5OYVBUJSAJCTLZF7MO3HKCB3GTTWW57IGOY,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,1032090118157,160999964934,1032090118157,308719570,161308684504
GCWREKOJE7TEBTH36J6FAAN7D7UR6JHF7GDEE36UUTWWTNKHQHF5UMK3,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,925874661099,144430980733,925874661099,276948323,144707929056
GDU5VNXTKRHXKM4EHWUX3MEDHRCZ65FKSMQZAJHQYKQN7A6ZT4NQZWJ6,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,892722629287,139259459501,892722629287,267031862,139526491363
GBQUDP3AHEIC5QMD3WEMWCO5ZP37NT6O5WIKH3TSWX7IRIQIJFAJ5ESY,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,840155056334,131059228481,840155056334,251307810,131310536291
GBSYZQFWRQYATCRHREJ5HE55DK6DQU26QSPCBSOHM2YILGOLFYZNNQSV,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,822662786450,128330537654,0,0,128330537654
GCWAUSZKOQYTRTNVILVWSZI53ZGHWZT62LXFHGXZ5PKKYA2RLABJSK76,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,791212100376,123424416313,791212100376,236667957,123661084270
GAOV55RKKZGXYAMHZE3FCNCMJXBZ2EDWY6NGMUF4E4V56ELTQK5ITQWB,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,766874198516,119627847315,0,0,119627847315
GBIIUZH63Z262QXGKJIP3ZU5DS7L4L2TBTYGPXRIGQXZAF25A72YNULL,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,752753837793,117425154409,752753837793,225164292,117650318701
GCG3DUV2SSI2KJUYKDI74N2VWXYABHS3JIWJUIEI2IUEZCN2LIVHAPPY,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,726270904234,113293973130,726270904234,217242697,113511215827
GC4LSUUXUCZHLVKME6ED2PYR7NMQZVOAIM4AU6ZHSIHJJCYKJJWFFZCV,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,719429524012,112226758207,719429524012,215196299,112441954506
GDXBTISCOXC2SOIV24MGTXFQLZ2LOE3ZKYWTHGYDYCJRXF3T47BMFILO,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,719357950711,112215593195,719357950711,215174890,112430768085
GAPU4WSJMFW6Q4G5CLADCNWFIAOGTCC5XXY3DVUA23W7ZPUIYSSGXLIQ,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,712367273119,111125088764,0,0,111125088764
GA7Y6K6RXCQPZHZJ2RYXJTWHD236WFWOSVCADMXRABHF5K4TFEOGDM7N,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,677662468443,105711344133,677662468443,202702906,105914047039
GBNFZEDEX6KUSXHOCJH4KVVEEUDSKJXX5TYTSH3TARTEARPIWGPOHHS2,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,643712445608,100415341013,643712445608,192547749,100607888762
GBPPGSHXAVDCN4OU45QIBIFIMA4VWKI3RY4X3Z7424KXKYIQBPCJR7CI,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,636991817756,99366962747,636991817756,190537470,99557500217
GBOYKBTFCAVPWRKCHPRWRCDTTFLEWHYWI56X5F56J4F6RWJ6KLR4M5ZG,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,636152460428,99236027959,636152460428,190286401,99426314360
GAYJJLHV2QQ4W4UKLQI4AKNBVMMJDK24IKYVE253FYNDN4YZMRV42HS5,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,602605855644,94002955673,602605855644,180251915,94183207588
GDGXDQHZKOH5SMGYYIF5HKLXZASNR47BNRYKXEJKXD6X3GVSZGMPGYME,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,602574328376,93998037605,404030606483,120853938,94118891543
GDMY4247UFHZMP7SFQXZ5CBHOJMDVZQE3ENJM7JF7ZR4DQ2TWIPKZU3E,CCW67TSZV3SSS2HXMBQ5JFGCKJNXKZM7UQUWUZPUTHXSTZLEO7SJMI75,594450908132,92730832008,594450908132,177812601,92908644609
